,x,y,z,n,r,p,r,n+p
324,302.3593566,2.083,28.06122165,0.052046,0.064591,0.038,0.163358,0.090046
324,303.2668126,2.083,20.07511062,0.0482635,0.0649275,0.044,0.169483,0.0922635
324,303.8726258,2.083,12.06047177,0.0479179,0.0668396,0.05,0.201625,0.0979179
324,304.1759354,2.083,4.028694321,0.0566596,0.0645545,0.056,0.16644,0.1126596
324,304.1763103,2.083,-4.008808121,0.0514457,0.0667573,0.062,0.189385,0.1134457
324,303.8737499,2.083,-12.04061383,0.0557383,0.0618313,0.068,0.223812,0.1237383
324,303.2686844,2.083,-20.05530916,0.0609474,0.0631656,0.074,0.191562,0.1349474
324,302.3619734,2.083,-28.04150481,0.0558436,0.0641753,0.08,0.192215,0.1358436
324,301.1549055,2.083,-35.98785194,0.0521977,0.0676588,0.086,0.170458,0.1381977
324,299.920801,2.083,-42.57121921,0.054708,0.0650658,0.091,0.199664,0.145708
324,298.16784,2.083,-50.41523435,0.0545369,0.0652406,0.097,0.182178,0.1515369
324,296.1204822,2.083,-58.18760668,0.0557591,0.0660301,0.103,0.212821,0.1587591
324,293.781637,2.083,-65.87729124,0.0507072,0.0693049,0.109,0.178429,0.1597072
324,291.1546279,2.083,-73.47336056,0.052787,0.065178,0.115,0.181476,0.167787
324,291.1477731,6.25,73.49203172,0.047442,0.0638842,0.003,0.177912,0.050442
324,293.7754907,6.25,65.8962075,0.0530371,0.0626182,0.009,0.181234,0.0620371
324,296.1150533,6.25,58.20674115,0.0532484,0.0601887,0.015,0.201371,0.0682484
324,298.1631361,6.25,50.43455984,0.0506116,0.0620611,0.021,0.193508,0.0716116
324,299.9168288,6.25,42.59070827,0.053866,0.0611227,0.027,0.188362,0.080866
324,301.1515475,6.25,36.00745615,0.0547008,0.060189,0.032,0.190531,0.0867008
324,302.3593566,6.25,28.06122165,0.0579606,0.0615496,0.038,0.195569,0.0959606
324,303.2668126,6.25,20.07511062,0.0575937,0.0613857,0.044,0.194254,0.1015937
324,303.8726258,6.25,12.06047177,0.059985,0.0586633,0.05,0.207466,0.109985
324,304.1759354,6.25,4.028694321,0.0556747,0.0599067,0.056,0.186509,0.1116747
324,304.1763103,6.25,-4.008808121,0.055286,0.0602037,0.062,0.192465,0.117286
324,303.8737499,6.25,-12.04061383,0.0581943,0.0576307,0.068,0.233793,0.1261943
324,303.2686844,6.25,-20.05530916,0.0584861,0.0583351,0.074,0.216013,0.1324861
324,302.3619734,6.25,-28.04150481,0.0551759,0.060519,0.08,0.19118,0.1351759
324,301.1549055,6.25,-35.98785194,0.0569773,0.0610538,0.086,0.184086,0.1429773
324,299.920801,6.25,-42.57121921,0.0506979,0.0630286,0.091,0.198916,0.1416979
324,298.16784,6.25,-50.41523435,0.058916,0.061391,0.097,0.195228,0.155916
324,296.1204822,6.25,-58.18760668,0.0542013,0.0633919,0.103,0.203778,0.1572013
324,293.781637,6.25,-65.87729124,0.0524744,0.0616637,0.109,0.186806,0.1614744
324,291.1546279,6.25,-73.47336056,0.0590163,0.0629721,0.115,0.192476,0.1740163
324,291.1477731,10.417,73.49203172,0.0701701,0.0578709,0.003,0.25603,0.0731701
324,293.7754907,10.417,65.8962075,0.0740738,0.0561392,0.009,0.243152,0.0830738
324,296.1150533,10.417,58.20674115,0.0764795,0.0545182,0.015,0.250308,0.0914795
324,298.1631361,10.417,50.43455984,0.0741824,0.0552951,0.021,0.235738,0.0951824
324,299.9168288,10.417,42.59070827,0.0749534,0.0567409,0.027,0.257157,0.1019534
324,301.1515475,10.417,36.00745615,0.0787318,0.0532456,0.032,0.267328,0.1107318
324,302.3593566,10.417,28.06122165,0.0827681,0.052914,0.038,0.256296,0.1207681
324,303.2668126,10.417,20.07511062,0.0912481,0.0519586,0.044,0.281578,0.1352481
324,303.8726258,10.417,12.06047177,0.0799484,0.0544455,0.05,0.290594,0.1299484
324,304.1759354,10.417,4.028694321,0.0742334,0.052964,0.056,0.248093,0.1302334
324,304.1763103,10.417,-4.008808121,0.0851847,0.0529146,0.062,0.253584,0.1471847
324,303.8737499,10.417,-12.04061383,0.0816174,0.0533773,0.068,0.236284,0.1496174
324,303.2686844,10.417,-20.05530916,0.0793333,0.0546805,0.074,0.253609,0.1533333
324,302.3619734,10.417,-28.04150481,0.0806773,0.0538136,0.08,0.261419,0.1606773
324,301.1549055,10.417,-35.98785194,0.0858836,0.0522521,0.086,0.25147,0.1718836
324,299.920801,10.417,-42.57121921,0.0761022,0.055382,0.091,0.249135,0.1671022
324,298.16784,10.417,-50.41523435,0.0753604,0.0536268,0.097,0.258596,0.1723604
324,296.1204822,10.417,-58.18760668,0.0733221,0.0567093,0.103,0.26299,0.1763221
324,293.781637,10.417,-65.87729124,0.0703115,0.0576049,0.109,0.259676,0.1793115
324,291.1546279,10.417,-73.47336056,0.0814737,0.0554447,0.115,0.229106,0.1964737
324,296.1098353,2.083,75.31404566,0.0228473,0.0843892,0.003,0.103097,0.0258473
324,298.8026993,2.083,67.52990581,0.0245088,0.0835419,0.009,0.101238,0.0335088
324,301.2002642,2.083,59.64980227,0.0273935,0.083596,0.015,0.099973,0.0423935
324,303.2991232,2.083,51.6849331,0.0270221,0.0854557,0.021,0.091976,0.0480221
324,305.0962934,2.083,43.64661681,0.0238495,0.0826752,0.027,0.09395,0.0508495
324,306.3616232,2.083,36.90015275,0.0302545,0.0859774,0.032,0.120786,0.0622545
324,307.5993763,2.083,28.75691526,0.0282823,0.0854506,0.038,0.0878434,0.0662823
324,308.5293299,2.083,20.57281263,0.0245034,0.0828367,0.044,0.0914994,0.0685034
324,309.1501625,2.083,12.3594749,0.0263326,0.0835552,0.05,0.101018,0.0763326
324,309.4609917,2.083,4.128573682,0.0260886,0.0777345,0.056,0.115302,0.0820886
324,309.4613758,2.083,-4.108194464,0.0278852,0.0813912,0.062,0.134625,0.0898852
324,309.1513145,2.083,-12.33912464,0.0284131,0.0771064,0.068,0.11817,0.0964131
324,308.5312481,2.083,-20.55252025,0.030338,0.0784244,0.074,0.122693,0.104338
324,307.602058,2.083,-28.7367096,0.0281895,0.082475,0.08,0.100137,0.1081895
324,306.3650645,2.083,-36.88006251,0.0277182,0.0837096,0.086,0.107324,0.1137182
324,305.100364,2.083,-43.62664458,0.0304709,0.0829802,0.091,0.107549,0.1214709
324,303.3039437,2.083,-51.66512849,0.0269104,0.0799719,0.097,0.127069,0.1239104
324,301.2058278,2.083,-59.63019342,0.0275693,0.0834871,0.103,0.119148,0.1305693
324,298.8089979,2.083,-67.51052058,0.0263578,0.0839122,0.109,0.107188,0.1353578
324,296.1168601,2.083,-75.2949116,0.0311178,0.0806277,0.115,0.116334,0.1461178
324,296.1098353,6.25,75.31404566,0.0297163,0.0755216,0.003,0.110344,0.0327163
324,298.8026993,6.25,67.52990581,0.0326834,0.0776574,0.009,0.120077,0.0416834
324,301.2002642,6.25,59.64980227,0.0318467,0.075746,0.015,0.123169,0.0468467
324,303.2991232,6.25,51.6849331,0.0306857,0.0718753,0.021,0.118697,0.0516857
324,305.0962934,6.25,43.64661681,0.0321488,0.0758451,0.027,0.133243,0.0591488
324,306.3616232,6.25,36.90015275,0.0336776,0.0717007,0.032,0.130595,0.0656776
324,307.5993763,6.25,28.75691526,0.0353359,0.071149,0.038,0.127034,0.0733359
324,308.5293299,6.25,20.57281263,0.0351845,0.0728449,0.044,0.118588,0.0791845
324,309.1501625,6.25,12.3594749,0.0329142,0.0699505,0.05,0.125639,0.0829142
324,309.4609917,6.25,4.128573682,0.031141,0.0729147,0.056,0.120136,0.087141
324,309.4613758,6.25,-4.108194464,0.031062,0.0754041,0.062,0.143629,0.093062
324,309.1513145,6.25,-12.33912464,0.033305,0.0717689,0.068,0.12644,0.101305
324,308.5312481,6.25,-20.55252025,0.036352,0.0711553,0.074,0.125652,0.110352
324,307.602058,6.25,-28.7367096,0.0311089,0.0753058,0.08,0.139964,0.1111089
324,306.3650645,6.25,-36.88006251,0.0321552,0.0741143,0.086,0.131563,0.1181552
324,305.100364,6.25,-43.62664458,0.0330919,0.0734297,0.091,0.121044,0.1240919
324,303.3039437,6.25,-51.66512849,0.0297478,0.0733348,0.097,0.122673,0.1267478
324,301.2058278,6.25,-59.63019342,0.0315604,0.0772871,0.103,0.131105,0.1345604
324,298.8089979,6.25,-67.51052058,0.0319637,0.0768377,0.109,0.125519,0.1409637
324,296.1168601,6.25,-75.2949116,0.033643,0.0777729,0.115,0.127502,0.148643
324,296.1098353,10.417,75.31404566,0.0515054,0.0642576,0.003,0.166069,0.0545054
324,298.8026993,10.417,67.52990581,0.0555874,0.062517,0.009,0.1815,0.0645874
324,301.2002642,10.417,59.64980227,0.0570792,0.0615023,0.015,0.191645,0.0720792
324,303.2991232,10.417,51.6849331,0.0575833,0.0604361,0.021,0.20476,0.0785833
324,305.0962934,10.417,43.64661681,0.0613836,0.059258,0.027,0.206219,0.0883836
324,306.3616232,10.417,36.90015275,0.0563721,0.0630539,0.032,0.193311,0.0883721
324,307.5993763,10.417,28.75691526,0.0608936,0.0586611,0.038,0.201211,0.0988936
324,308.5293299,10.417,20.57281263,0.0683327,0.059879,0.044,0.20105,0.1123327
324,309.1501625,10.417,12.3594749,0.0598949,0.0617577,0.05,0.203482,0.1098949
324,309.4609917,10.417,4.128573682,0.0631126,0.0598458,0.056,0.20295,0.1191126
324,309.4613758,10.417,-4.108194464,0.0656729,0.0591188,0.062,0.194029,0.1276729
324,309.1513145,10.417,-12.33912464,0.0626233,0.0621203,0.068,0.191277,0.1306233
324,308.5312481,10.417,-20.55252025,0.0555664,0.0626019,0.074,0.193254,0.1295664
324,307.602058,10.417,-28.7367096,0.0619371,0.0623902,0.08,0.203538,0.1419371
324,306.3650645,10.417,-36.88006251,0.0595812,0.0601687,0.086,0.186081,0.1455812
324,305.100364,10.417,-43.62664458,0.0558961,0.0630524,0.091,0.194114,0.1468961
324,303.3039437,10.417,-51.66512849,0.0557268,0.0637213,0.097,0.193261,0.1527268
324,301.2058278,10.417,-59.63019342,0.0566536,0.0606139,0.103,0.176163,0.1596536
324,298.8089979,10.417,-67.51052058,0.0537138,0.0644911,0.109,0.176492,0.1627138
324,296.1168601,10.417,-75.2949116,0.0602126,0.0611596,0.115,0.189101,0.1752126
324,301.0718975,2.083,77.1360596,0.0143303,0.0983573,0.003,0.056115,0.0173303
324,303.8299078,2.083,69.16360413,0.0178245,0.110735,0.009,0.0697344,0.0268245
324,306.2854752,2.083,61.09286339,0.0139593,0.103418,0.015,0.060095,0.0289593
324,308.4351102,2.083,52.93530636,0.0164821,0.104786,0.021,0.0668254,0.0374821
324,310.2757579,2.083,44.70252535,0.0145844,0.102486,0.027,0.0558547,0.0415844
324,311.5716989,2.083,37.79284935,0.0170919,0.0991388,0.032,0.064608,0.0490919
324,312.839396,2.083,29.45260887,0.013185,0.0956435,0.038,0.069038,0.051185
324,313.7918473,2.083,21.07051463,0.017494,0.0996405,0.044,0.0697017,0.061494
324,314.4276991,2.083,12.65847803,0.0152389,0.100921,0.05,0.0704277,0.0652389
324,314.746048,2.083,4.228453044,0.0139321,0.0952435,0.056,0.0745068,0.0699321
324,314.7464414,2.083,-4.207580807,0.0164278,0.0920272,0.062,0.0727865,0.0784278
324,314.428879,2.083,-12.63763546,0.0176884,0.0999388,0.068,0.0827916,0.0856884
324,313.7938119,2.083,-21.04973133,0.0177733,0.097589,0.074,0.0661555,0.0917733
324,312.8421426,2.083,-29.43191439,0.0164611,0.10202,0.08,0.0571006,0.0964611
324,311.5752234,2.083,-37.77227309,0.0183619,0.100197,0.086,0.0858137,0.1043619
324,310.2799271,2.083,-44.68206995,0.0200516,0.0987133,0.091,0.0660971,0.1110516
324,308.4400473,2.083,-52.91502262,0.0137709,0.0923857,0.097,0.0546117,0.1107709
324,306.2911733,2.083,-61.07278016,0.0146179,0.101457,0.103,0.0725576,0.1176179
324,303.8363588,2.083,-69.14374993,0.0171633,0.111024,0.109,0.0728158,0.1261633
324,301.0790922,2.083,-77.11646264,0.0159667,0.09707,0.115,0.0794423,0.1309667
324,301.0718975,6.25,77.1360596,0.0213639,0.0912366,0.003,0.0757135,0.0243639
324,303.8299078,6.25,69.16360413,0.0190045,0.0871926,0.009,0.0855634,0.0280045
324,306.2854752,6.25,61.09286339,0.0189254,0.0907707,0.015,0.0978649,0.0339254
324,308.4351102,6.25,52.93530636,0.0183749,0.0891618,0.021,0.092276,0.0393749
324,310.2757579,6.25,44.70252535,0.02094,0.0840973,0.027,0.0891424,0.04794
324,311.5716989,6.25,37.79284935,0.0206757,0.0829936,0.032,0.0881456,0.0526757
324,312.839396,6.25,29.45260887,0.0246025,0.0828423,0.038,0.0956766,0.0626025
324,313.7918473,6.25,21.07051463,0.0264424,0.0842767,0.044,0.0975787,0.0704424
324,314.4276991,6.25,12.65847803,0.0205005,0.0879788,0.05,0.0802154,0.0705005
324,314.746048,6.25,4.228453044,0.0192496,0.0861532,0.056,0.0869929,0.0752496
324,314.7464414,6.25,-4.207580807,0.0234051,0.0911535,0.062,0.107967,0.0854051
324,314.428879,6.25,-12.63763546,0.0193006,0.0827006,0.068,0.0942773,0.0873006
324,313.7938119,6.25,-21.04973133,0.0212948,0.082736,0.074,0.0954739,0.0952948
324,312.8421426,6.25,-29.43191439,0.0201706,0.0895076,0.08,0.0734431,0.1001706
324,311.5752234,6.25,-37.77227309,0.0211941,0.0815701,0.086,0.10389,0.1071941
324,310.2799271,6.25,-44.68206995,0.0206784,0.0848764,0.091,0.0792506,0.1116784
324,308.4400473,6.25,-52.91502262,0.0233542,0.0869012,0.097,0.0973889,0.1203542
324,306.2911733,6.25,-61.07278016,0.0206099,0.0842509,0.103,0.0921253,0.1236099
324,303.8363588,6.25,-69.14374993,0.0203445,0.082033,0.109,0.0872708,0.1293445
324,301.0790922,6.25,-77.11646264,0.0203966,0.0840831,0.115,0.0919946,0.1353966
324,301.0718975,10.417,77.1360596,0.0419119,0.0709392,0.003,0.151339,0.0449119
324,303.8299078,10.417,69.16360413,0.0432608,0.066735,0.009,0.166344,0.0522608
324,306.2854752,10.417,61.09286339,0.0449322,0.0698946,0.015,0.187705,0.0599322
324,308.4351102,10.417,52.93530636,0.0437718,0.0709522,0.021,0.155778,0.0647718
324,310.2757579,10.417,44.70252535,0.0484348,0.0678368,0.027,0.168738,0.0754348
324,311.5716989,10.417,37.79284935,0.0504474,0.0668354,0.032,0.175087,0.0824474
324,312.839396,10.417,29.45260887,0.0518616,0.0654007,0.038,0.172408,0.0898616
324,313.7918473,10.417,21.07051463,0.0474914,0.0661285,0.044,0.189202,0.0914914
324,314.4276991,10.417,12.65847803,0.047263,0.0687949,0.05,0.165587,0.097263
324,314.746048,10.417,4.228453044,0.0473106,0.0695993,0.056,0.152043,0.1033106
324,314.7464414,10.417,-4.207580807,0.0480556,0.068787,0.062,0.180098,0.1100556
324,314.428879,10.417,-12.63763546,0.052743,0.064861,0.068,0.172508,0.120743
324,313.7938119,10.417,-21.04973133,0.0501612,0.0665029,0.074,0.158598,0.1241612
324,312.8421426,10.417,-29.43191439,0.0540883,0.0677285,0.08,0.166138,0.1340883
324,311.5752234,10.417,-37.77227309,0.0519329,0.0666623,0.086,0.175797,0.1379329
324,310.2799271,10.417,-44.68206995,0.0490467,0.0654353,0.091,0.169419,0.1400467
324,308.4400473,10.417,-52.91502262,0.0504545,0.066252,0.097,0.172269,0.1474545
324,306.2911733,10.417,-61.07278016,0.0507796,0.0630548,0.103,0.174383,0.1537796
324,303.8363588,10.417,-69.14374993,0.0466188,0.066354,0.109,0.164614,0.1556188
324,301.0790922,10.417,-77.11646264,0.0493377,0.0677572,0.115,0.154508,0.1643377
324,306.0330209,2.083,78.95772885,0.0106622,0.11673,0.003,0.0539844,0.0136622
324,308.8561653,2.083,70.79699338,0.0116721,0.131786,0.009,0.0506289,0.0206721
324,311.3697242,2.083,62.53565152,0.00768442,0.116595,0.015,0.0416628,0.02268442
324,313.5701256,2.083,54.18544307,0.00903583,0.115399,0.021,0.0386648,0.03003583
324,315.4542427,2.083,45.75823414,0.0095444,0.113479,0.027,0.0476403,0.0365444
324,316.7807889,2.083,38.68537707,0.0109554,0.116351,0.032,0.0518999,0.0429554
324,318.0784244,2.083,30.14817087,0.0116025,0.105283,0.038,0.0493062,0.0496025
324,319.053369,2.083,21.56812248,0.0109922,0.122551,0.044,0.0658496,0.0549922
324,319.7042374,2.083,12.9574246,0.0102468,0.117849,0.05,0.0434633,0.0602468
324,320.0301044,2.083,4.32831351,0.00920586,0.123325,0.056,0.0537033,0.06520586
324,320.0305072,2.083,-4.306948348,0.0103071,0.123568,0.062,0.0473553,0.0723071
324,319.7054451,2.083,-12.9360898,0.0101561,0.115635,0.068,0.0505779,0.0781561
324,319.05538,2.083,-21.54684836,0.00951675,0.123516,0.074,0.0466982,0.08351675
324,318.0812358,2.083,-30.12698766,0.0110874,0.125097,0.08,0.0471379,0.0910874
324,316.7843967,2.083,-38.66431487,0.0109377,0.118064,0.086,0.0472335,0.0969377
324,315.4585103,2.083,-45.73729566,0.0143084,0.109451,0.091,0.0535625,0.1053084
324,313.5751793,2.083,-54.16468031,0.00990956,0.109308,0.097,0.0464812,0.10690956
324,311.3755569,2.083,-62.51509399,0.0104464,0.132718,0.103,0.0438159,0.1134464
324,308.8627687,2.083,-70.7766703,0.00982888,0.116243,0.109,0.0422767,0.11882888
324,306.0403856,2.083,-78.93766909,0.0105649,0.118336,0.115,0.0467899,0.1255649
324,306.0330209,6.25,78.95772885,0.014731,0.0959501,0.003,0.049991,0.017731
324,308.8561653,6.25,70.79699338,0.014344,0.103077,0.009,0.0621076,0.023344
324,311.3697242,6.25,62.53565152,0.0139384,0.100019,0.015,0.0653794,0.0289384
324,313.5701256,6.25,54.18544307,0.0139831,0.0970831,0.021,0.0523733,0.0349831
324,315.4542427,6.25,45.75823414,0.0165759,0.10004,0.027,0.0600748,0.0435759
324,316.7807889,6.25,38.68537707,0.01376,0.098611,0.032,0.0647789,0.04576
324,318.0784244,6.25,30.14817087,0.017647,0.0876522,0.038,0.0662068,0.055647
324,319.053369,6.25,21.56812248,0.0186727,0.0966754,0.044,0.0778786,0.0626727
324,319.7042374,6.25,12.9574246,0.0146661,0.102016,0.05,0.0576394,0.0646661
324,320.0301044,6.25,4.32831351,0.0132397,0.102888,0.056,0.0544443,0.0692397
324,320.0305072,6.25,-4.306948348,0.0150393,0.0989901,0.062,0.053656,0.0770393
324,319.7054451,6.25,-12.9360898,0.0155657,0.0921415,0.068,0.0769352,0.0835657
324,319.05538,6.25,-21.54684836,0.0155978,0.108792,0.074,0.0645122,0.0895978
324,318.0812358,6.25,-30.12698766,0.0138314,0.0993738,0.08,0.0676942,0.0938314
324,316.7843967,6.25,-38.66431487,0.016664,0.0957589,0.086,0.0727567,0.102664
324,315.4585103,6.25,-45.73729566,0.0148228,0.0988598,0.091,0.075014,0.1058228
324,313.5751793,6.25,-54.16468031,0.0184317,0.0891409,0.097,0.0639483,0.1154317
324,311.3755569,6.25,-62.51509399,0.0138439,0.100844,0.103,0.0530819,0.1168439
324,308.8627687,6.25,-70.7766703,0.0161235,0.092633,0.109,0.0647567,0.1251235
324,306.0403856,6.25,-78.93766909,0.0146671,0.102523,0.115,0.0684643,0.1296671
324,306.0330209,10.417,78.95772885,0.0377931,0.0746465,0.003,0.129897,0.0407931
324,308.8561653,10.417,70.79699338,0.0377011,0.0749399,0.009,0.13715,0.0467011
324,311.3697242,10.417,62.53565152,0.0341981,0.0724876,0.015,0.140761,0.0491981
324,313.5701256,10.417,54.18544307,0.0384082,0.073596,0.021,0.143661,0.0594082
324,315.4542427,10.417,45.75823414,0.0409647,0.0741006,0.027,0.143014,0.0679647
324,316.7807889,10.417,38.68537707,0.0458907,0.069773,0.032,0.165751,0.0778907
324,318.0784244,10.417,30.14817087,0.0473837,0.0686186,0.038,0.156932,0.0853837
324,319.053369,10.417,21.56812248,0.0422559,0.0736039,0.044,0.152431,0.0862559
324,319.7042374,10.417,12.9574246,0.037178,0.0749006,0.05,0.119513,0.087178
324,320.0301044,10.417,4.32831351,0.0389914,0.0740905,0.056,0.138564,0.0949914
324,320.0305072,10.417,-4.306948348,0.0442122,0.0724697,0.062,0.140466,0.1062122
324,319.7054451,10.417,-12.9360898,0.0459166,0.0729634,0.068,0.150926,0.1139166
324,319.05538,10.417,-21.54684836,0.0487965,0.0689118,0.074,0.152019,0.1227965
324,318.0812358,10.417,-30.12698766,0.0430599,0.0702253,0.08,0.156464,0.1230599
324,316.7843967,10.417,-38.66431487,0.0423833,0.0703635,0.086,0.160123,0.1283833
324,315.4585103,10.417,-45.73729566,0.0443595,0.0712672,0.091,0.149618,0.1353595
324,313.5751793,10.417,-54.16468031,0.0387189,0.0752741,0.097,0.140885,0.1357189
324,311.3755569,10.417,-62.51509399,0.0405561,0.0721832,0.103,0.128595,0.1435561
324,308.8627687,10.417,-70.7766703,0.0370583,0.0734161,0.109,0.149276,0.1460583
324,306.0403856,10.417,-78.93766909,0.0407812,0.0718162,0.115,0.130877,0.1557812
324,310.9950831,2.083,80.77974279,0.00733247,0.146698,0.003,0.0268288,0.01033247
324,313.8833739,2.083,72.4306917,0.00545182,0.152731,0.009,0.0203645,0.01445182
324,316.4549351,2.083,63.97871264,0.00555846,0.17172,0.015,0.0266195,0.02055846
324,318.7061126,2.083,55.43581632,0.00712523,0.142182,0.021,0.0244966,0.02812523
324,320.6337072,2.083,46.81414268,0.00631842,0.145174,0.027,0.024702,0.03331842
324,321.9908646,2.083,39.57807367,0.00600146,0.141578,0.032,0.0317183,0.03800146
324,323.3184441,2.083,30.84386449,0.00566482,0.149717,0.038,0.0274052,0.04366482
324,324.3158864,2.083,22.06582448,0.00681935,0.152126,0.044,0.0378811,0.05081935
324,324.981774,2.083,13.25642773,0.00602992,0.143863,0.05,0.0229074,0.05602992
324,325.3151607,2.083,4.428192872,0.00534394,0.139679,0.056,0.0234828,0.06134394
324,325.3155728,2.083,-4.406334691,0.00649271,0.147809,0.062,0.0284543,0.06849271
324,324.9830096,2.083,-13.23460061,0.00567212,0.143953,0.068,0.0205734,0.07367212
324,324.3179438,2.083,-22.04405944,0.0058233,0.140221,0.074,0.0319568,0.0798233
324,323.3213204,2.083,-30.82219245,0.00479322,0.132669,0.08,0.0242979,0.08479322
324,321.9945557,2.083,-39.55652545,0.00561476,0.139656,0.086,0.0266589,0.09161476
324,320.6380733,2.083,-46.79272103,0.00747061,0.14222,0.091,0.0415201,0.09847061
324,318.711283,2.083,-55.41457445,0.00704383,0.143092,0.097,0.027046,0.10404383
324,316.4609024,2.083,-63.95768073,0.00564433,0.153306,0.103,0.0237342,0.10864433
324,313.8901296,2.083,-72.40989964,0.00581362,0.138453,0.109,0.0245359,0.11481362
324,311.0026177,2.083,-80.75922013,0.00714276,0.151058,0.115,0.027628,0.12214276
324,310.9950831,6.25,80.77974279,0.0103022,0.112861,0.003,0.03368,0.0133022
324,313.8833739,6.25,72.4306917,0.00997695,0.129105,0.009,0.0389469,0.01897695
324,316.4549351,6.25,63.97871264,0.00853475,0.127106,0.015,0.0345721,0.02353475
324,318.7061126,6.25,55.43581632,0.012523,0.11468,0.021,0.0407124,0.033523
324,320.6337072,6.25,46.81414268,0.0113648,0.119635,0.027,0.037444,0.0383648
324,321.9908646,6.25,39.57807367,0.0109799,0.117475,0.032,0.0494917,0.0429799
324,323.3184441,6.25,30.84386449,0.0121246,0.127664,0.038,0.0422275,0.0501246
324,324.3158864,6.25,22.06582448,0.011155,0.108371,0.044,0.0511654,0.055155
324,324.981774,6.25,13.25642773,0.0110506,0.112138,0.05,0.0509383,0.0610506
324,325.3151607,6.25,4.428192872,0.0113558,0.116475,0.056,0.0446846,0.0673558
324,325.3155728,6.25,-4.406334691,0.0117692,0.116438,0.062,0.0366792,0.0737692
324,324.9830096,6.25,-13.23460061,0.0119347,0.115962,0.068,0.0441721,0.0799347
324,324.3179438,6.25,-22.04405944,0.0104104,0.128846,0.074,0.0334675,0.0844104
324,323.3213204,6.25,-30.82219245,0.00986159,0.117293,0.08,0.0418034,0.08986159
324,321.9945557,6.25,-39.55652545,0.0124986,0.109789,0.086,0.0504166,0.0984986
324,320.6380733,6.25,-46.79272103,0.0117138,0.119607,0.091,0.0415961,0.1027138
324,318.711283,6.25,-55.41457445,0.0105382,0.116974,0.097,0.0432148,0.1075382
324,316.4609024,6.25,-63.95768073,0.00845054,0.127008,0.103,0.035682,0.11145054
324,313.8901296,6.25,-72.40989964,0.00935419,0.122213,0.109,0.0420165,0.11835419
324,311.0026177,6.25,-80.75922013,0.00931936,0.127917,0.115,0.0447916,0.12431936
324,310.9950831,10.417,80.77974279,0.0342184,0.0776131,0.003,0.109514,0.0372184
324,313.8833739,10.417,72.4306917,0.0325797,0.0810392,0.009,0.10321,0.0415797
324,316.4549351,10.417,63.97871264,0.0340214,0.0817603,0.015,0.107125,0.0490214
324,318.7061126,10.417,55.43581632,0.034716,0.0769806,0.021,0.12168,0.055716
324,320.6337072,10.417,46.81414268,0.0360664,0.0754145,0.027,0.121298,0.0630664
324,321.9908646,10.417,39.57807367,0.0348385,0.0770236,0.032,0.116488,0.0668385
324,323.3184441,10.417,30.84386449,0.0390994,0.0753676,0.038,0.123771,0.0770994
324,324.3158864,10.417,22.06582448,0.0361552,0.077254,0.044,0.114471,0.0801552
324,324.981774,10.417,13.25642773,0.0372662,0.076925,0.05,0.127762,0.0872662
324,325.3151607,10.417,4.428192872,0.0370169,0.0755584,0.056,0.115067,0.0930169
324,325.3155728,10.417,-4.406334691,0.042014,0.0735343,0.062,0.12807,0.104014
324,324.9830096,10.417,-13.23460061,0.0380807,0.0734271,0.068,0.128504,0.1060807
324,324.3179438,10.417,-22.04405944,0.0451132,0.0710603,0.074,0.131795,0.1191132
324,323.3213204,10.417,-30.82219245,0.0433542,0.0713215,0.08,0.126874,0.1233542
324,321.9945557,10.417,-39.55652545,0.0418458,0.0728032,0.086,0.118225,0.1278458
324,320.6380733,10.417,-46.79272103,0.0392613,0.0778977,0.091,0.110789,0.1302613
324,318.711283,10.417,-55.41457445,0.0340528,0.0796223,0.097,0.137917,0.1310528
324,316.4609024,10.417,-63.95768073,0.0368706,0.075269,0.103,0.105227,0.1398706
324,313.8901296,10.417,-72.40989964,0.0318047,0.0810781,0.109,0.100156,0.1408047
324,311.0026177,10.417,-80.75922013,0.0349455,0.0777548,0.115,0.11353,0.1499455
344,272.8240527,2.083,-89.44938073,0.173934,0.0328204,0.011,0.652976,0.184934
344,266.5887491,2.083,-100.6232305,0.172337,0.0333298,0.033,0.621052,0.205337
344,258.8732734,2.083,-110.8313333,0.167614,0.0330609,0.055,0.586665,0.222614
344,249.8248149,2.083,-119.8789478,0.162051,0.0341289,0.077,0.546827,0.239051
344,239.6159924,2.083,-127.5934712,0.166283,0.0334158,0.099,0.569035,0.265283
344,228.441561,2.083,-133.8277324,0.172373,0.0331927,0.121,0.556926,0.293373
344,216.5146971,2.083,-138.4627995,0.164729,0.0334009,0.143,0.566167,0.307729
344,204.0629313,2.083,-141.4102486,0.171547,0.0328478,0.165,0.569684,0.336547
344,191.3238077,2.083,-142.6138508,0.177655,0.0323117,0.187,0.58235,0.364655
344,178.5403524,2.083,-142.0506449,0.242815,0.02919,0.209,0.689072,0.451815
344,165.3930972,2.083,-139.5848178,0.278105,0.0280593,0.232,0.782922,0.510105
344,153.2743553,2.083,-135.4775044,0.273781,0.0275071,0.254,0.742223,0.527781
344,141.8371568,2.083,-129.7395239,0.239817,0.0290743,0.276,0.696935,0.515817
344,131.2996909,2.083,-122.4803406,0.171247,0.0307486,0.298,0.627788,0.469247
344,121.8629824,2.083,-113.8384392,0.183052,0.0308668,0.32,0.675928,0.503052
