,x,y,z,n,r,p,r,n+p
304,91.071,6.25,-17.5,0.197258,0.0403525,0.764378,0.0390117,0.961636
304,91.071,6.25,-12.5,0.209577,0.0390226,0.792727,0.0399,1.002304
304,91.071,6.25,-7.5,0.210147,0.0390466,0.77432,0.0381474,0.984467
304,91.071,6.25,-2.5,0.207657,0.0394456,0.790783,0.0384474,0.99844
304,91.071,6.25,2.5,0.240263,0.0387578,0.781992,0.0389887,1.022255
304,91.071,6.25,7.5,0.215245,0.0387545,0.774369,0.0375502,0.989614
304,91.071,6.25,12.5,0.224054,0.0388984,0.796075,0.039713,1.020129
304,91.071,6.25,17.5,0.207569,0.0402394,0.754701,0.038579,0.96227
304,91.071,6.25,22.5,0.193391,0.040602,0.72375,0.0393104,0.917141
304,91.071,6.25,27.5,0.200825,0.0411003,0.706484,0.0385859,0.907309
304,91.071,6.25,32.5,0.170846,0.0418232,0.682195,0.0401669,0.853041
304,91.071,6.25,37.5,0.178,0.0430053,0.670961,0.0444627,0.848961
304,91.071,6.25,42.5,0.149341,0.0450266,0.59807,0.044462,0.747411
304,91.071,6.25,47.5,0.15313,0.0459579,0.563403,0.0447208,0.716533
304,91.071,10.417,-47.5,0.143481,0.0454732,0.600439,0.0447261,0.74392
304,91.071,10.417,-42.5,0.156931,0.045269,0.617378,0.0426052,0.774309
304,91.071,10.417,-37.5,0.162865,0.0425736,0.644663,0.0418157,0.807528
304,91.071,10.417,-32.5,0.181946,0.0422133,0.698091,0.0400963,0.880037
304,91.071,10.417,-27.5,0.192624,0.0397286,0.770802,0.0402673,0.963426
304,91.071,10.417,-22.5,0.211931,0.0388933,0.773333,0.0390319,0.985264
304,91.071,10.417,-17.5,0.206731,0.0402564,0.795722,0.0404962,1.002453
304,91.071,10.417,-12.5,0.235431,0.0383574,0.831333,0.0383236,1.066764
304,91.071,10.417,-7.5,0.236924,0.0381619,0.830796,0.0366967,1.06772
304,91.071,10.417,-2.5,0.219791,0.038134,0.855108,0.0372593,1.074899
304,91.071,10.417,2.5,0.240098,0.0371727,0.820448,0.0374445,1.060546
304,91.071,10.417,7.5,0.23884,0.0378271,0.852269,0.03657,1.091109
304,91.071,10.417,12.5,0.22695,0.0382758,0.891813,0.0377048,1.118763
304,91.071,10.417,17.5,0.208411,0.0395412,0.782498,0.0392353,0.990909
304,91.071,10.417,22.5,0.19152,0.0400907,0.739457,0.0396064,0.930977
304,91.071,10.417,27.5,0.200947,0.0398522,0.747739,0.0399047,0.948686
304,91.071,10.417,32.5,0.188994,0.0405945,0.730382,0.0403185,0.919376
304,91.071,10.417,37.5,0.169838,0.0418297,0.661691,0.0426671,0.831529
304,91.071,10.417,42.5,0.153998,0.0449803,0.671955,0.0436415,0.825953
304,91.071,10.417,47.5,0.154319,0.0444967,0.604519,0.0432725,0.758838
304,96.357,2.083,-47.5,0.344536,0.0353063,1.11083,0.0326155,1.455366
304,96.357,2.083,-42.5,0.344867,0.0353551,1.19357,0.0323945,1.538437
304,96.357,2.083,-37.5,0.331834,0.0353472,1.20623,0.0311986,1.538064
304,96.357,2.083,-32.5,0.362876,0.0340482,1.32711,0.0320779,1.689986
304,96.357,2.083,-27.5,0.398236,0.0330787,1.38275,0.0315747,1.780986
304,96.357,2.083,-22.5,0.41137,0.0325287,1.40331,0.0281626,1.81468
304,96.357,2.083,-17.5,0.409609,0.0324855,1.47028,0.0295928,1.879889
304,96.357,2.083,-12.5,0.454033,0.0312041,1.57235,0.0289509,2.026383
304,96.357,2.083,-7.5,0.446963,0.0308822,1.56314,0.0296026,2.010103
304,96.357,2.083,-2.5,0.448017,0.031427,1.5467,0.0290836,1.994717
304,96.357,2.083,2.5,0.442979,0.0313902,1.46335,0.0287544,1.906329
304,96.357,2.083,7.5,0.470462,0.030865,1.54419,0.0295889,2.014652
304,96.357,2.083,12.5,0.443495,0.0314722,1.46776,0.0290169,1.911255
304,96.357,2.083,17.5,0.407649,0.0318786,1.51394,0.0302045,1.921589
304,96.357,2.083,22.5,0.422482,0.0323425,1.42918,0.0302501,1.851662
304,96.357,2.083,27.5,0.393626,0.0330184,1.29596,0.030284,1.689586
304,96.357,2.083,32.5,0.360604,0.0343585,1.25665,0.031822,1.617254
304,96.357,2.083,37.5,0.365859,0.0343755,1.18538,0.0322745,1.551239
304,96.357,2.083,42.5,0.337464,0.0353085,1.16767,0.0334762,1.505134
304,96.357,2.083,47.5,0.310489,0.0364396,1.17635,0.0335442,1.486839
304,96.357,6.25,-47.5,0.327012,0.0333912,1.1244,0.0296671,1.451412
304,96.357,6.25,-42.5,0.367075,0.0324945,1.2614,0.0293501,1.628475
304,96.357,6.25,-37.5,0.372879,0.0312346,1.28528,0.0283538,1.658159
304,96.357,6.25,-32.5,0.382854,0.0308867,1.40055,0.0291561,1.783404
304,96.357,6.25,-27.5,0.417138,0.0298662,1.48201,0.0273174,1.899148
304,96.357,6.25,-22.5,0.470239,0.0285108,1.53466,0.0269067,2.004899
304,96.357,6.25,-17.5,0.465968,0.0291704,1.57811,0.0266232,2.044078
304,96.357,6.25,-12.5,0.448599,0.0291526,1.55674,0.0256443,2.005339
304,96.357,6.25,-7.5,0.474298,0.0279984,1.60157,0.0266213,2.075868
304,96.357,6.25,-2.5,0.466192,0.0284208,1.71787,0.0261972,2.184062
304,96.357,6.25,2.5,0.48731,0.0282963,1.64218,0.0257476,2.12949
304,96.357,6.25,7.5,0.462251,0.0286256,1.66325,0.027089,2.125501
304,96.357,6.25,12.5,0.468322,0.0284131,1.59561,0.0262063,2.063932
304,96.357,6.25,17.5,0.428005,0.0293642,1.63403,0.0272835,2.062035
304,96.357,6.25,22.5,0.44667,0.0291963,1.57695,0.0282363,2.02362
304,96.357,6.25,27.5,0.424675,0.0299359,1.46259,0.0276198,1.887265
304,96.357,6.25,32.5,0.398881,0.0310374,1.36368,0.0274528,1.762561
304,96.357,6.25,37.5,0.381586,0.0316386,1.26332,0.0305807,1.644906
304,96.357,6.25,42.5,0.35731,0.0324047,1.259,0.0296178,1.61631
304,96.357,6.25,47.5,0.326441,0.0337466,1.19303,0.0297485,1.519471
304,96.357,10.417,-47.5,0.31866,0.0336566,1.14798,0.0294253,1.46664
304,96.357,10.417,-42.5,0.360753,0.0321512,1.25743,0.0295018,1.618183
304,96.357,10.417,-37.5,0.378473,0.0318677,1.30763,0.0298135,1.686103
304,96.357,10.417,-32.5,0.38581,0.0305014,1.33169,0.0275156,1.7175
304,96.357,10.417,-27.5,0.438883,0.0289066,1.53368,0.0266194,1.972563
304,96.357,10.417,-22.5,0.489252,0.0283983,1.54055,0.0265309,2.029802
304,96.357,10.417,-17.5,0.456229,0.028282,1.58239,0.0259729,2.038619
304,96.357,10.417,-12.5,0.480832,0.0284062,1.65092,0.0257937,2.131752
304,96.357,10.417,-7.5,0.495008,0.0279801,1.66619,0.0260123,2.161198
304,96.357,10.417,-2.5,0.482882,0.0281475,1.72402,0.0261538,2.206902
304,96.357,10.417,2.5,0.503881,0.0276841,1.72604,0.0256909,2.229921
304,96.357,10.417,7.5,0.491189,0.0277863,1.66826,0.0256859,2.159449
304,96.357,10.417,12.5,0.487818,0.0281436,1.68449,0.0261752,2.172308
304,96.357,10.417,17.5,0.468931,0.0284861,1.60434,0.0263752,2.073271
304,96.357,10.417,22.5,0.447503,0.0288349,1.53496,0.0267578,1.982463
304,96.357,10.417,27.5,0.42527,0.0296832,1.51706,0.028007,1.94233
304,96.357,10.417,32.5,0.411811,0.0303805,1.36665,0.0275988,1.778461
304,96.357,10.417,37.5,0.374684,0.0309067,1.37922,0.0295171,1.753904
304,96.357,10.417,42.5,0.365924,0.0318902,1.29093,0.0290157,1.656854
304,96.357,10.417,47.5,0.335878,0.0326899,1.18521,0.0293988,1.521088
314,96.57818457,2.083,56.39792796,0.306016,0.0255836,0.011,1.06843,0.317016
314,98.34132928,2.083,69.07172966,0.264052,0.0268923,0.033,0.977785,0.297052
314,101.8339829,2.083,81.38169715,0.252752,0.0272178,0.055,0.923681,0.307752
314,106.9895156,2.083,93.09299133,0.226509,0.0282031,0.077,0.834408,0.303509
314,113.7095745,2.083,103.9821941,0.191079,0.0309657,0.099,0.689615,0.290079
314,121.8659601,2.083,113.8415706,0.144753,0.0335174,0.121,0.562801,0.265753
314,131.3030717,2.083,122.4830319,0.181829,0.0313839,0.143,0.62257,0.324829
314,141.8408761,2.083,129.7417236,0.284165,0.0274631,0.165,0.775902,0.449165
314,153.2783422,2.083,135.4791706,0.290575,0.0276649,0.187,0.752783,0.477575
314,165.3972757,2.083,139.5859188,0.206728,0.0309924,0.209,0.649456,0.415728
314,178.5446459,2.083,142.0511326,0.183825,0.0321092,0.232,0.60973,0.415825
314,191.3281274,2.083,142.6137423,0.186639,0.0323958,0.254,0.581987,0.440639
314,204.0671949,2.083,141.4095459,0.168671,0.0335111,0.276,0.576239,0.444671
314,216.5188232,2.083,138.461516,0.166602,0.0332758,0.298,0.581054,0.464602
314,228.4454709,2.083,133.8258926,0.156424,0.0338591,0.32,0.560679,0.476424
314,239.6196115,2.083,127.5911102,0.163508,0.0335139,0.342,0.539043,0.505508
314,249.8280742,2.083,119.8761107,0.167651,0.0332562,0.364,0.560692,0.531651
314,258.8761107,2.083,110.8280742,0.163662,0.0337683,0.386,0.577299,0.549662
314,266.5911102,2.083,100.6196115,0.177796,0.0324901,0.408,0.625013,0.585796
314,272.8258926,2.083,89.44547091,0.188916,0.0315374,0.43,0.63897,0.618916
314,96.57818457,6.25,56.39792796,0.307456,0.0233277,0.011,1.17477,0.318456
314,98.34132928,6.25,69.07172966,0.285334,0.0240398,0.033,1.05745,0.318334
314,101.8339829,6.25,81.38169715,0.27254,0.0245085,0.055,0.993116,0.32754
314,106.9895156,6.25,93.09299133,0.247838,0.0249575,0.077,0.898717,0.324838
314,113.7095745,6.25,103.9821941,0.200127,0.0277929,0.099,0.762341,0.299127
314,121.8659601,6.25,113.8415706,0.146613,0.0304896,0.121,0.580906,0.267613
314,131.3030717,6.25,122.4830319,0.193371,0.0281477,0.143,0.658247,0.336371
314,141.8408761,6.25,129.7417236,0.29385,0.0256152,0.165,0.792172,0.45885
314,153.2783422,6.25,135.4791706,0.299122,0.0254509,0.187,0.779104,0.486122
314,165.3972757,6.25,139.5859188,0.215613,0.0287089,0.209,0.667234,0.424613
314,178.5446459,6.25,142.0511326,0.183496,0.0299757,0.232,0.618743,0.415496
314,191.3281274,6.25,142.6137423,0.189051,0.0301125,0.254,0.609783,0.443051
314,204.0671949,6.25,141.4095459,0.174693,0.0310267,0.276,0.566773,0.450693
314,216.5188232,6.25,138.461516,0.18211,0.030624,0.298,0.567326,0.48011
314,228.4454709,6.25,133.8258926,0.175535,0.0309299,0.32,0.617799,0.495535
314,239.6196115,6.25,127.5911102,0.165856,0.0313937,0.342,0.56306,0.507856
314,249.8280742,6.25,119.8761107,0.173512,0.0311424,0.364,0.587644,0.537512
314,258.8761107,6.25,110.8280742,0.171521,0.0312826,0.386,0.596617,0.557521
314,266.5911102,6.25,100.6196115,0.178147,0.0306198,0.408,0.62661,0.586147
314,272.8258926,6.25,89.44547091,0.184379,0.0302431,0.43,0.66398,0.614379
314,96.57818457,10.417,56.39792796,0.332904,0.0226399,0.011,1.25063,0.343904
314,98.34132928,10.417,69.07172966,0.317747,0.0229211,0.033,1.1348,0.350747
314,101.8339829,10.417,81.38169715,0.284205,0.0237717,0.055,1.02149,0.339205
314,106.9895156,10.417,93.09299133,0.255604,0.0246793,0.077,0.923645,0.332604
314,113.7095745,10.417,103.9821941,0.213463,0.0272041,0.099,0.795758,0.312463
314,121.8659601,10.417,113.8415706,0.158173,0.0305795,0.121,0.603675,0.279173
314,131.3030717,10.417,122.4830319,0.195216,0.0281283,0.143,0.650212,0.338216
314,141.8408761,10.417,129.7417236,0.2986,0.0252789,0.165,0.786622,0.4636
314,153.2783422,10.417,135.4791706,0.297247,0.0254469,0.187,0.729916,0.484247
314,165.3972757,10.417,139.5859188,0.212509,0.0283995,0.209,0.624019,0.421509
314,178.5446459,10.417,142.0511326,0.195277,0.0298784,0.232,0.589648,0.427277
314,191.3281274,10.417,142.6137423,0.187655,0.0305508,0.254,0.580221,0.441655
314,204.0671949,10.417,141.4095459,0.169356,0.0310538,0.276,0.540972,0.445356
314,216.5188232,10.417,138.461516,0.172833,0.0317343,0.298,0.574144,0.470833
314,228.4454709,10.417,133.8258926,0.168343,0.0311777,0.32,0.553163,0.488343
314,239.6196115,10.417,127.5911102,0.163966,0.0318954,0.342,0.524545,0.505966
314,249.8280742,10.417,119.8761107,0.176315,0.030723,0.364,0.561361,0.540315
314,258.8761107,10.417,110.8280742,0.176451,0.0305096,0.386,0.556148,0.562451
314,266.5911102,10.417,100.6196115,0.177444,0.0309667,0.408,0.616267,0.585444
314,272.8258926,10.417,89.44547091,0.181053,0.0302891,0.43,0.59736,0.611053
314,91.30480486,2.083,56.76297926,0.130548,0.0333836,0.011,0.542288,0.141548
314,93.16855062,2.083,70.15991941,0.11631,0.0348729,0.033,0.527909,0.14931
314,96.86048718,2.083,83.17226579,0.111383,0.0354669,0.055,0.52022,0.166383
314,102.3101829,2.083,95.55177993,0.107333,0.0351513,0.077,0.483847,0.184333
314,109.4136732,2.083,107.062296,0.0977601,0.037615,0.099,0.425465,0.1967601
314,118.0354436,2.083,117.4842261,0.0713676,0.0394564,0.121,0.380486,0.1923676
314,128.0110154,2.083,126.6187497,0.0866996,0.0379919,0.143,0.408855,0.2296996
314,139.1500832,2.083,134.291606,0.131096,0.0352826,0.165,0.48776,0.296096
314,151.2401452,2.083,140.3564187,0.136501,0.0349874,0.187,0.484889,0.323501
314,164.0505576,2.083,144.6974887,0.102995,0.0390338,0.209,0.387457,0.311995
314,177.9480871,2.083,147.303362,0.089422,0.0410581,0.232,0.342441,0.321422
314,191.4609651,2.083,147.898073,0.0849611,0.0423953,0.254,0.328382,0.3389611
314,204.926895,2.083,146.6251678,0.0839417,0.0429637,0.276,0.30596,0.3599417
314,218.088985,2.083,143.50893,0.0921585,0.0431054,0.298,0.298032,0.3901585
314,230.6961402,2.083,138.6088084,0.0826435,0.0433046,0.32,0.301592,0.4026435
314,242.507852,2.083,132.0182834,0.0781243,0.0434263,0.342,0.271148,0.4201243
314,253.2987865,2.083,123.8630835,0.0828901,0.04301,0.364,0.293698,0.4468901
314,262.8630835,2.083,114.2987865,0.076715,0.0438539,0.386,0.262917,0.462715
314,271.0182834,2.083,103.507852,0.0859384,0.0427904,0.408,0.286677,0.4939384
314,277.6088084,2.083,91.69614024,0.0906772,0.0428329,0.43,0.311773,0.5206772
314,91.30480486,6.25,56.76297926,0.145515,0.0301976,0.011,0.622744,0.156515
314,93.16855062,6.25,70.15991941,0.136877,0.0304295,0.033,0.568881,0.169877
314,96.86048718,6.25,83.17226579,0.129982,0.0308107,0.055,0.584395,0.184982
314,102.3101829,6.25,95.55177993,0.123288,0.0306335,0.077,0.549863,0.200288
314,109.4136732,6.25,107.062296,0.104761,0.0327929,0.099,0.462723,0.203761
314,118.0354436,6.25,117.4842261,0.0857376,0.0363926,0.121,0.412468,0.2067376
314,128.0110154,6.25,126.6187497,0.0937518,0.0344848,0.143,0.435316,0.2367518
314,139.1500832,6.25,134.291606,0.142694,0.0321536,0.165,0.504017,0.307694
314,151.2401452,6.25,140.3564187,0.147002,0.032457,0.187,0.479327,0.334002
314,164.0505576,6.25,144.6974887,0.114743,0.0355747,0.209,0.426173,0.323743
314,177.9480871,6.25,147.303362,0.0918331,0.0375196,0.232,0.344356,0.3238331
314,191.4609651,6.25,147.898073,0.0985168,0.0373588,0.254,0.343057,0.3525168
314,204.926895,6.25,146.6251678,0.0902426,0.0404618,0.276,0.279545,0.3662426
314,218.088985,6.25,143.50893,0.0918942,0.0390701,0.298,0.297039,0.3898942
314,230.6961402,6.25,138.6088084,0.0892765,0.0395805,0.32,0.296368,0.4092765
314,242.507852,6.25,132.0182834,0.0817814,0.0414695,0.342,0.299372,0.4237814
314,253.2987865,6.25,123.8630835,0.0890863,0.0406728,0.364,0.304777,0.4530863
314,262.8630835,6.25,114.2987865,0.0856148,0.0403638,0.386,0.287704,0.4716148
314,271.0182834,6.25,103.507852,0.0871445,0.0394333,0.408,0.290126,0.4951445
314,277.6088084,6.25,91.69614024,0.093352,0.0386502,0.43,0.313951,0.523352
314,91.30480486,10.417,56.76297926,0.176085,0.0281577,0.011,0.764975,0.187085
314,93.16855062,10.417,70.15991941,0.183097,0.0276623,0.033,0.714308,0.216097
314,96.86048718,10.417,83.17226579,0.164987,0.0288245,0.055,0.655888,0.219987
314,102.3101829,10.417,95.55177993,0.150136,0.0294353,0.077,0.604628,0.227136
314,109.4136732,10.417,107.062296,0.13831,0.0319115,0.099,0.495617,0.23731
314,118.0354436,10.417,117.4842261,0.103403,0.0338078,0.121,0.426525,0.224403
314,128.0110154,10.417,126.6187497,0.116839,0.0335114,0.143,0.45158,0.259839
314,139.1500832,10.417,134.291606,0.168859,0.0307815,0.165,0.521264,0.333859
314,151.2401452,10.417,140.3564187,0.178466,0.0301729,0.187,0.517943,0.365466
314,164.0505576,10.417,144.6974887,0.124294,0.0344657,0.209,0.415701,0.333294
314,177.9480871,10.417,147.303362,0.115168,0.0357295,0.232,0.370758,0.347168
314,191.4609651,10.417,147.898073,0.116637,0.0355756,0.254,0.366805,0.370637
314,204.926895,10.417,146.6251678,0.0968077,0.0381032,0.276,0.317228,0.3728077
314,218.088985,10.417,143.50893,0.0998339,0.0375382,0.298,0.321622,0.3978339
314,230.6961402,10.417,138.6088084,0.103493,0.0380665,0.32,0.333985,0.423493
314,242.507852,10.417,132.0182834,0.0928014,0.0395766,0.342,0.300677,0.4348014
314,253.2987865,10.417,123.8630835,0.0979346,0.0382672,0.364,0.325908,0.4619346
314,262.8630835,10.417,114.2987865,0.100966,0.0379483,0.386,0.303372,0.486966
314,271.0182834,10.417,103.507852,0.107666,0.0372134,0.408,0.340942,0.515666
314,277.6088084,10.417,91.69614024,0.108483,0.0369531,0.43,0.333993,0.538483
314,86.03242277,2.083,57.12796149,0.0649886,0.0399851,0.011,0.366196,0.0759886
314,87.99675054,2.083,71.2479033,0.0627658,0.0417268,0.033,0.386361,0.0957658
314,91.88793231,2.083,84.9624957,0.0632222,0.0407123,0.055,0.395125,0.1182222
314,97.63173543,2.083,98.01010337,0.0602947,0.0427342,0.077,0.372882,0.1372947
314,105.1185845,2.083,110.1418152,0.0573769,0.0426252,0.099,0.36107,0.1563769
314,114.2056518,2.083,121.1261926,0.04038,0.0442893,0.121,0.304102,0.16138
314,124.719582,2.083,130.7536851,0.050036,0.0427258,0.143,0.290611,0.193036
314,136.4597993,2.083,138.8406276,0.0678398,0.0418367,0.165,0.356388,0.2328398
314,149.2023338,2.083,145.2327442,0.0715589,0.0439127,0.187,0.313036,0.2585589
314,162.7040943,2.083,149.8080916,0.0572795,0.0468434,0.209,0.234247,0.2662795
314,177.3516411,2.083,152.5545978,0.0473304,0.0511098,0.232,0.222545,0.2793304
314,191.5937777,2.083,153.1814039,0.0442211,0.0514994,0.254,0.197307,0.2982211
314,205.7864324,2.083,151.839803,0.0429842,0.0538689,0.276,0.166194,0.3189842
314,219.6588498,2.083,148.5553891,0.0450691,0.0545866,0.298,0.171598,0.3430691
314,232.9463838,2.083,143.3908194,0.041248,0.0562438,0.32,0.162256,0.361248
314,245.3955461,2.083,136.4446191,0.0372557,0.0560632,0.342,0.141288,0.3792557
314,256.7688422,2.083,127.849302,0.0409453,0.0566114,0.364,0.160669,0.4049453
314,266.849302,2.083,117.7688422,0.0430324,0.0552393,0.386,0.152237,0.4290324
314,275.4446191,2.083,106.3955461,0.0421919,0.0561163,0.408,0.142775,0.4501919
314,282.3908194,2.083,93.9463838,0.0461636,0.0527682,0.43,0.18692,0.4761636
314,86.03242277,6.25,57.12796149,0.0825493,0.0360688,0.011,0.400408,0.0935493
314,87.99675054,6.25,71.2479033,0.0763957,0.0353577,0.033,0.401046,0.1093957
314,91.88793231,6.25,84.9624957,0.073938,0.0355484,0.055,0.425142,0.128938
314,97.63173543,6.25,98.01010337,0.0684195,0.036517,0.077,0.407687,0.1454195
314,105.1185845,6.25,110.1418152,0.068872,0.0366872,0.099,0.380529,0.167872
314,114.2056518,6.25,121.1261926,0.0493203,0.039222,0.121,0.33281,0.1703203
314,124.719582,6.25,130.7536851,0.054261,0.0380909,0.143,0.323364,0.197261
314,136.4597993,6.25,138.8406276,0.0760023,0.038536,0.165,0.35792,0.2410023
314,149.2023338,6.25,145.2327442,0.0832926,0.0384358,0.187,0.346649,0.2702926
314,162.7040943,6.25,149.8080916,0.0659432,0.0428299,0.209,0.286667,0.2749432
314,177.3516411,6.25,152.5545978,0.0534022,0.0457615,0.232,0.2229,0.2854022
314,191.5937777,6.25,153.1814039,0.0537775,0.0464706,0.254,0.223679,0.3077775
314,205.7864324,6.25,151.839803,0.053177,0.0475438,0.276,0.195095,0.329177
314,219.6588498,6.25,148.5553891,0.0452841,0.0499577,0.298,0.172036,0.3432841
314,232.9463838,6.25,143.3908194,0.0478041,0.0497461,0.32,0.171319,0.3678041
314,245.3955461,6.25,136.4446191,0.0445616,0.0498523,0.342,0.177951,0.3865616
314,256.7688422,6.25,127.849302,0.0444141,0.0504241,0.364,0.17144,0.4084141
314,266.849302,6.25,117.7688422,0.047299,0.050409,0.386,0.1763,0.433299
314,275.4446191,6.25,106.3955461,0.0499497,0.0501773,0.408,0.164668,0.4579497
314,282.3908194,6.25,93.9463838,0.0482147,0.0483055,0.43,0.183694,0.4782147
314,86.03242277,10.417,57.12796149,0.104131,0.0340829,0.011,0.47473,0.115131
314,87.99675054,10.417,71.2479033,0.116688,0.032824,0.033,0.524828,0.149688
314,91.88793231,10.417,84.9624957,0.114629,0.0326445,0.055,0.516838,0.169629
314,97.63173543,10.417,98.01010337,0.106092,0.0333473,0.077,0.461071,0.183092
314,105.1185845,10.417,110.1418152,0.102651,0.0357063,0.099,0.408209,0.201651
314,114.2056518,10.417,121.1261926,0.0769325,0.0374495,0.121,0.360226,0.1979325
314,124.719582,10.417,130.7536851,0.0793921,0.0374724,0.143,0.344485,0.2223921
314,136.4597993,10.417,138.8406276,0.117481,0.0343755,0.165,0.396646,0.282481
314,149.2023338,10.417,145.2327442,0.123081,0.0356377,0.187,0.376469,0.310081
314,162.7040943,10.417,149.8080916,0.101541,0.0382861,0.209,0.340182,0.310541
314,177.3516411,10.417,152.5545978,0.0806663,0.0405174,0.232,0.287673,0.3126663
314,191.5937777,10.417,153.1814039,0.0774625,0.0421044,0.254,0.241656,0.3314625
314,205.7864324,10.417,151.839803,0.0714426,0.042646,0.276,0.249781,0.3474426
314,219.6588498,10.417,148.5553891,0.0662476,0.0455208,0.298,0.217476,0.3642476
314,232.9463838,10.417,143.3908194,0.070286,0.0441971,0.32,0.222757,0.390286
314,245.3955461,10.417,136.4446191,0.0682438,0.0438893,0.342,0.217613,0.4102438
314,256.7688422,10.417,127.849302,0.0602981,0.0450649,0.364,0.212702,0.4242981
314,266.849302,10.417,117.7688422,0.063817,0.0448447,0.386,0.211977,0.449817
314,275.4446191,10.417,106.3955461,0.0701542,0.0433976,0.408,0.240731,0.4781542
314,282.3908194,10.417,93.9463838,0.068883,0.0441506,0.43,0.237846,0.498883
314,80.75904306,2.083,57.49301279,0.0378143,0.0496396,0.011,0.24938,0.0488143
314,82.82397188,2.083,72.33609305,0.0376379,0.0472602,0.033,0.278213,0.0706379
314,86.91443657,2.083,86.75306435,0.0393628,0.0471837,0.055,0.314921,0.0943628
314,92.95240272,2.083,100.468892,0.0363353,0.0471119,0.077,0.279638,0.1133353
314,100.8226832,2.083,113.221917,0.0350269,0.0474703,0.099,0.290187,0.1340269
314,110.3751354,2.083,124.7688482,0.0269468,0.0466952,0.121,0.235454,0.1479468
314,121.4275258,2.083,134.8894029,0.031874,0.0510865,0.143,0.223376,0.174874
314,133.7690064,2.083,143.3905099,0.0350396,0.0501942,0.165,0.257326,0.2000396
314,147.1641368,2.083,150.1099923,0.0406108,0.0508351,0.187,0.242994,0.2276108
314,161.3573763,2.083,154.9196614,0.0350626,0.0536461,0.209,0.187978,0.2440626
314,176.7550822,2.083,157.8068272,0.0296839,0.0602902,0.232,0.149831,0.2616839
314,191.7266154,2.083,158.4657345,0.0262169,0.0627682,0.254,0.127059,0.2802169
314,206.6461324,2.083,157.0554249,0.0251345,0.0624907,0.276,0.111971,0.3011345
314,221.2290116,2.083,153.6028031,0.0241798,0.0705366,0.298,0.103405,0.3221798
314,235.1970531,2.083,148.1737352,0.022196,0.0660784,0.32,0.0946202,0.342196
314,248.2837866,2.083,140.8717923,0.0191729,0.0686111,0.342,0.100215,0.3611729
314,260.2395545,2.083,131.8362748,0.0217871,0.0666567,0.364,0.107874,0.3857871
314,270.8362748,2.083,121.2395545,0.0246898,0.0671086,0.386,0.0934761,0.4106898
314,279.8717923,2.083,109.2837866,0.0214863,0.069051,0.408,0.0740182,0.4294863
314,287.1737352,2.083,96.19705313,0.0221535,0.0636417,0.43,0.0935694,0.4521535
314,80.75904306,6.25,57.49301279,0.0458921,0.0415715,0.011,0.280035,0.0568921
314,82.82397188,6.25,72.33609305,0.0484139,0.0402608,0.033,0.315633,0.0814139
314,86.91443657,6.25,86.75306435,0.0478824,0.0400797,0.055,0.316469,0.1028824
314,92.95240272,6.25,100.468892,0.0454251,0.040069,0.077,0.318049,0.1224251
314,100.8226832,6.25,113.221917,0.0432915,0.041266,0.099,0.262673,0.1422915
314,110.3751354,6.25,124.7688482,0.0363743,0.0443773,0.121,0.263315,0.1573743
314,121.4275258,6.25,134.8894029,0.0374637,0.0428415,0.143,0.248788,0.1804637
314,133.7690064,6.25,143.3905099,0.0492809,0.0459358,0.165,0.258441,0.2142809
314,147.1641368,6.25,150.1099923,0.0554535,0.0451275,0.187,0.24143,0.2424535
314,161.3573763,6.25,154.9196614,0.0459457,0.0473777,0.209,0.190873,0.2549457
314,176.7550822,6.25,157.8068272,0.0354242,0.0511124,0.232,0.182239,0.2674242
314,191.7266154,6.25,158.4657345,0.03218,0.0539913,0.254,0.144822,0.28618
314,206.6461324,6.25,157.0554249,0.0328404,0.0528286,0.276,0.152704,0.3088404
314,221.2290116,6.25,153.6028031,0.0302725,0.0584953,0.298,0.116902,0.3282725
314,235.1970531,6.25,148.1737352,0.0306936,0.0568876,0.32,0.118444,0.3506936
314,248.2837866,6.25,140.8717923,0.0285879,0.0599792,0.342,0.113664,0.3705879
314,260.2395545,6.25,131.8362748,0.0261271,0.0597231,0.364,0.116458,0.3901271
314,270.8362748,6.25,121.2395545,0.0277421,0.0593403,0.386,0.116295,0.4137421
314,279.8717923,6.25,109.2837866,0.0318234,0.0582443,0.408,0.111526,0.4398234
314,287.1737352,6.25,96.19705313,0.0266579,0.0594829,0.43,0.114196,0.4566579
314,80.75904306,10.417,57.49301279,0.0633944,0.0405178,0.011,0.343197,0.0743944
314,82.82397188,10.417,72.33609305,0.0787642,0.0377802,0.033,0.402782,0.1117642
314,86.91443657,10.417,86.75306435,0.0782959,0.0379729,0.055,0.361127,0.1332959
314,92.95240272,10.417,100.468892,0.07269,0.0376597,0.077,0.363174,0.14969
314,100.8226832,10.417,113.221917,0.0732879,0.0393111,0.099,0.317982,0.1722879
314,110.3751354,10.417,124.7688482,0.0636854,0.0413828,0.121,0.295642,0.1846854
314,121.4275258,10.417,134.8894029,0.0574677,0.0397466,0.143,0.281509,0.2004677
314,133.7690064,10.417,143.3905099,0.0825463,0.0388999,0.165,0.294723,0.2475463
314,147.1641368,10.417,150.1099923,0.102779,0.0384405,0.187,0.282931,0.289779
314,161.3573763,10.417,154.9196614,0.087101,0.0409617,0.209,0.262564,0.296101
314,176.7550822,10.417,157.8068272,0.0668063,0.0435448,0.232,0.219135,0.2988063
